2018-12-02 16:19:34 PM - main - 【INFO】 -logger:  测试通过
2018-12-03 10:12:37 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:12:37 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:12:37 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:12:37 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:12:37 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:12:37 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:12:37 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:12:37 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:12:39 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:12:41 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:12:41 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:12:42 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:12:42 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:12:42 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:12:42 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:12:42 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-03 10:12:42 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:12:42 AM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-03 10:12:42 AM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-03 10:12:44 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:  >
2018-12-03 10:12:44 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:12:44 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:12:44 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录页面弹框文本信息:登录失败，请检查您的用户名或密码是否填写正确。 >
2018-12-03 10:12:44 AM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-03 10:12:44 AM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-03 10:12:44 AM - LoginPageOperation - 【DEBUG】 -logger:  < 关闭登录页面弹框 >
2018-12-03 10:16:08 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:09 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:09 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:10 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:10 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-03 10:16:10 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:10 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:16:10 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:10 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:10 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:10 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:10 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:16:10 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-03 10:16:10 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:10 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:13 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:14 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:14 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:14 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:14 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin1 >
2018-12-03 10:16:14 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:14 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123457 >
2018-12-03 10:16:14 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:14 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:14 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:15 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:15 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:16:15 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:16:15 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:16:15 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:15 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:17 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:18 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:18 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:19 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:19 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-03 10:16:19 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:19 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123458 >
2018-12-03 10:16:19 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:19 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:19 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:19 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:19 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:16:19 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:16:19 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:16:19 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:19 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:21 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:22 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:22 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:23 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:23 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin3 >
2018-12-03 10:16:23 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:23 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123459 >
2018-12-03 10:16:23 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:23 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:23 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:23 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:23 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:16:23 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:16:23 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:16:23 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:23 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:25 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:27 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:27 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:27 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:27 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin4 >
2018-12-03 10:16:27 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:27 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123460 >
2018-12-03 10:16:27 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:28 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:28 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:28 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:28 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:16:28 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:16:28 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:16:28 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:28 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:16:30 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:16:31 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:16:31 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:32 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:32 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:32 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:32 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:16:32 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-03 10:16:32 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:16:32 AM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-03 10:16:32 AM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-03 10:16:34 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:  >
2018-12-03 10:16:34 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:16:34 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:16:34 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录页面弹框文本信息:登录失败，请检查您的用户名或密码是否填写正确。 >
2018-12-03 10:16:34 AM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-03 10:16:34 AM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-03 10:16:34 AM - LoginPageOperation - 【DEBUG】 -logger:  < 关闭登录页面弹框 >
2018-12-03 10:18:34 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:18:35 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:18:35 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:18:36 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:18:36 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-03 10:18:36 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:18:36 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-03 10:18:36 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:18:36 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:18:36 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:18:37 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:18:37 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-03 10:18:37 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-03 10:18:37 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:37 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:39 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:18:40 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:18:40 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:18:41 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:18:41 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin1 >
2018-12-03 10:18:41 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:18:41 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123457 >
2018-12-03 10:18:41 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:18:41 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:18:41 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:18:41 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:18:41 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:18:41 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:18:41 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:18:41 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:41 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:43 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:18:44 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:18:44 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:18:45 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:18:45 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-03 10:18:45 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:18:45 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123458 >
2018-12-03 10:18:45 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:18:46 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:18:46 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:18:46 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:18:46 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:18:46 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:18:46 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:18:46 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:46 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:48 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:18:49 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:18:49 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:18:49 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:18:50 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin3 >
2018-12-03 10:18:50 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:18:50 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123459 >
2018-12-03 10:18:50 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:18:50 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:18:50 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:18:50 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:18:50 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:18:50 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

2018-12-03 10:18:50 AM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-03 10:18:50 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:50 AM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-03 10:18:52 AM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-03 10:18:53 AM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-03 10:18:53 AM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-03 10:18:54 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-03 10:18:54 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin4 >
2018-12-03 10:18:54 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-03 10:18:54 AM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123460 >
2018-12-03 10:18:54 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-03 10:18:54 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-03 10:18:54 AM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-03 10:18:54 AM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-03 10:18:54 AM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: headless chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)
2018-12-03 10:18:54 AM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 10.0.17134 x86_64)

